epoch,train_loss,train_acc,val_loss,val_acc
1,1.4531675902245538,0.5478650793650793,0.6069744950400459,0.7771064814814815
2,0.6187359820244804,0.7731051587301587,0.5305088169133222,0.8042638888888889
3,0.5498275890728784,0.798874007936508,0.5001118655999501,0.8147083333333334
4,0.5216746816218846,0.8090744047619047,0.4833311387344643,0.8208194444444444
5,0.5045535422923073,0.8151617063492064,0.4698007698412295,0.8246157407407407
6,0.4920515712972671,0.8203025793650793,0.4584108953740862,0.8296990740740741
7,0.48273279210877795,0.823234126984127,0.45391201152624905,0.8308425925925926
8,0.4751247840041206,0.8254652777777778,0.4473631440268622,0.8325601851851852
9,0.4693165990473732,0.8272222222222222,0.4426671960618761,0.8357777777777777
10,0.4643639516679067,0.8289751984126984,0.4367760853414182,0.8384861111111112
11,0.45981609741468277,0.830703373015873,0.43511479806016995,0.8376805555555555
12,0.45599903919583273,0.8319117063492063,0.43168153938540704,0.838875
13,0.452494081977814,0.8331269841269842,0.427792991982566,0.8409861111111111
14,0.4490703402208904,0.8341220238095238,0.4234995188801377,0.8425185185185186
15,0.44585010170936584,0.8352063492063492,0.4205916567378574,0.8443981481481482
16,0.4429653720552959,0.8365436507936508,0.4179364574926871,0.8438240740740741
17,0.4399274842057909,0.8368938492063492,0.4164729581762243,0.8444027777777777
18,0.436538265565085,0.8382579365079366,0.41191135492148223,0.8467175925925926
19,0.4343108308012523,0.8390803571428571,0.4096358584474634,0.8479351851851852
20,0.431534407377243,0.8405109126984127,0.40508960186110604,0.8498287037037037
21,0.42897194599348404,0.8412926587301587,0.4036199016659348,0.8501342592592592
22,0.42636751189686,0.8422837301587301,0.40217522047184134,0.8514953703703704
23,0.42351350168197877,0.843219246031746,0.402390873670578,0.8498287037037037
24,0.4217217925011166,0.8435079365079365,0.3958343369872482,0.8520324074074074
25,0.41923341368115136,0.8445406746031746,0.39559672044824673,0.8526759259259259
26,0.4176090006601243,0.8453144841269842,0.39404139702408403,0.8534861111111111
27,0.4160628901398371,0.8453095238095238,0.39064546199198125,0.8541712962962963
28,0.413965551073589,0.8465763888888889,0.3922379077275594,0.8534305555555556
29,0.4124274018946148,0.8468085317460318,0.38587968901351644,0.8558703703703704
30,0.41038259934622145,0.8471378968253969,0.3853389990506349,0.8555277777777778
31,0.40936644876192485,0.8479632936507937,0.3832362325191498,0.8570694444444444
32,0.407224099170594,0.8486984126984127,0.38826012517787795,0.8534398148148148
33,0.4052910651706514,0.8493998015873016,0.3796028576780249,0.8579490740740741
34,0.4028199182843405,0.8505654761904762,0.37697036734333744,0.8582685185185185
35,0.40132700473164756,0.8510525793650794,0.37643628082451996,0.8588796296296296
36,0.39995007097153434,0.8510386904761905,0.37706722907666806,0.8589444444444444
37,0.39873056154780917,0.851749007936508,0.37569855188440393,0.859287037037037
38,0.39769059746984453,0.8523571428571428,0.37427824529895076,0.8597916666666666
39,0.3970412430687556,0.8520704365079365,0.3739097403950161,0.8599861111111111
40,0.39643711812534027,0.8525813492063492,0.3741488867600759,0.8593194444444444
41,0.39587523931548707,0.8529404761904762,0.3727880870324594,0.8602314814814814
42,0.39507264726502556,0.8530277777777778,0.37274902286352934,0.8600509259259259
43,0.3943422109323835,0.8534146825396826,0.3721171297938735,0.8608472222222222
44,0.3944726416572692,0.8532876984126984,0.3712529422883634,0.861037037037037
45,0.39361090122707304,0.8535952380952381,0.3713340893498173,0.8611157407407407
46,0.3932756845724015,0.8540386904761905,0.37124192063896744,0.8610787037037037
47,0.39323393128410217,0.8535436507936508,0.3710834563484898,0.8612361111111111
48,0.3931266377577706,0.8537549603174603,0.3713722106085883,0.8604861111111111
49,0.3928624606775859,0.8538660714285714,0.37072036140936393,0.8612592592592593
50,0.3926029930266123,0.8538194444444445,0.37061760860902293,0.861287037037037
